id,entrez_gene_id,hugo_symbol,hgnc_id,id,reference_genome,ensembl_transcript_id,canonical,ensembl_protein_id,reference_sequence_id,description,ensembl_gene_id,gene_id
18419,2042,EPHA3,3387,3680,GRCh38,ENST00000336596.7,1,ENSP00000337451.2,NM_005233.5,,3113,18419
8138,79621,RNASEH2B,25671,33011,GRCh38,ENST00000336617.8,1,ENSP00000337623.2,NM_024570,,28093,8138
12539,1665,DHX15,2738,3068,GRCh38,ENST00000336812.5,1,ENSP00000336741.4,NM_001358.3,,2597,12539
29981,3932,LCK,6524,6911,GRCh38,ENST00000336890.10,1,ENSP00000337825.5,NM_001042771.2,,5848,29981
36228,3092,HIP1,4913,5441,GRCh38,ENST00000336926.11,1,ENSP00000336747.6,NM_005338.7,,4583,36228
36231,3091,HIF1A,4910,5439,GRCh38,ENST00000337138.9,1,ENSP00000338018.4,NM_001530.3,,4581,36231
35622,5889,RAD51C,9820,10297,GRCh38,ENST00000337432.9,1,ENSP00000336701.4,NM_058216.2,,8688,35622
11350,6757,SSX2,11336,11990,GRCh38,ENST00000337502.6,1,ENSP00000338561.5,NM_175698.4,,10099,11350
24412,2246,FGF1,3665,4046,GRCh38,ENST00000337706.7,1,ENSP00000338548.2,NM_000800,,3417,24412
779,55783,CMTR2,25635,29160,GRCh38,ENST00000338099.9,1,ENSP00000337512,NM_001099642.1,,24809,779
16500,4771,NF2,7773,8228,GRCh38,ENST00000338641.10,1,ENSP00000344666.5,NM_000268.3,,6953,16500
30020,8741,TNFSF13,11928,14954,GRCh38,ENST00000338784.9,1,ENSP00000343505.4,NM_003808,,12598,30020
2477,8970,H2BC11,4761,15356,GRCh38,ENST00000339812.3,1,ENSP00000342886.3,NM_021058.3,,12938,2477
25945,283455,KSR2,18610,45943,GRCh38,ENST00000339824.7,1,ENSP00000339952.4,NM_173598.6,,39399,25945
40183,7398,USP1,12607,13168,GRCh38,ENST00000339950.5,1,ENSP00000343526.4,NM_003368.5,,11090,40183
19609,440093,H3-5,33164,52916,GRCh38,ENST00000340398.5,1,ENSP00000339835.3,NM_001013699.2,,45978,19609
29184,9623,TCL1B,11649,16529,GRCh38,ENST00000340722.8,1,ENSP00000343223.6,NM_004918.3,,13929,29184
30703,1786,DNMT1,2976,3233,GRCh38,ENST00000340748.8,1,ENSP00000345739,NM_001379.2,,2735,30703
29445,857,CAV1,1527,1581,GRCh38,ENST00000341049.7,1,ENSP00000339191.2,NM_001753.5,,1336,29445
23323,6318,SERPINB4,10570,11088,GRCh38,ENST00000341074.10,1,ENSP00000343445.5,NM_002974.3,,9348,23323
19966,2624,GATA2,4171,4522,GRCh38,ENST00000341105.7,1,ENSP00000345681.2,NM_032638.4,,3808,19966
35810,10019,SH2B3,29605,17386,GRCh38,ENST00000341259.7,1,ENSP00000345492.2,NM_005475.2,,14627,35810
21238,89857,KLHL6,18653,36924,GRCh38,ENST00000341319.8,1,ENSP00000341342.3,NM_130446,,31463,21238
9755,3720,JARID2,6196,6518,GRCh38,ENST00000341776.7,1,ENSP00000341280.2,NM_004973.3,,5508,9755
31039,5170,PDPK1,8816,8950,GRCh38,ENST00000342085.9,1,ENSP00000344220.4,NM_002613.4,,7550,31039
4974,3716,JAK1,6190,6512,GRCh38,ENST00000342505.5,1,ENSP00000343204.4,NM_002227.2,,5502,4974
7708,2066,ERBB4,3432,3728,GRCh38,ENST00000342788.9,1,ENSP00000342235.4,NM_005235.2,,3157,7708
24723,4089,SMAD4,6770,7174,GRCh38,ENST00000342988.8,1,ENSP00000341551.3,NM_005359.5,,6075,24723
39593,340602,EZHIP,33738,48021,GRCh38,ENST00000342995.4,1,ENSP00000342680.2,NM_203407.3,,41323,39593
32970,22978,NT5C2,8022,20326,GRCh38,ENST00000343289.9,1,ENSP00000339479,NM_001134373.2,,17068,32970
22124,3006,H1-2,4716,5288,GRCh38,ENST00000343677.4,1,ENSP00000339566.3,NM_005319.3,,4449,22124
31759,2309,FOXO3,3821,4182,GRCh38,ENST00000343882.10,1,ENSP00000339527,NM_001455,,3524,31759
36371,84335,AKT1S1,28426,35828,GRCh38,ENST00000344175.10,1,ENSP00000341698.5,NM_001098633.4,,30525,36371
23517,2253,FGF8,3686,4062,GRCh38,ENST00000344255.8,1,ENSP00000340039,NM_033164,,3431,23517
28257,56940,DUSP22,16077,29942,GRCh38,ENST00000344450.9,1,ENSP00000345281,NM_020185.4,,25480,28257
41605,998,CDC42,1736,1854,GRCh38,ENST00000344548.8,1,ENSP00000341072,NM_001791.3,,1568,41605
10751,29102,DROSHA,17904,24901,GRCh38,ENST00000344624.8,1,ENSP00000339845.3,NM_013235.4,,21147,10751
42134,9020,MAP3K14,6853,15424,GRCh38,ENST00000344686.8,1,ENSP00000478552.1,NM_003954.3,,12992,42134
23166,3417,IDH1,5382,5985,GRCh38,ENST00000345146.7,1,ENSP00000260985.2,NM_005896.2,,5049,23166
28537,5892,RAD51D,9823,10305,GRCh38,ENST00000345365.11,1,ENSP00000338790.6,NM_002878.3,,8694,28537
390,6776,STAT5A,11366,12023,GRCh38,ENST00000345506.8,1,ENSP00000341208,NM_003152.3,,10127,390
278,9759,HDAC4,14063,16843,GRCh38,ENST00000345617.7,1,ENSP00000264606,NM_006037.3,,14174,278
25969,931,MS4A1,7315,1721,GRCh38,ENST00000345732.9,1,ENSP00000314620.7,NM_021950,,1454,25969
19967,2625,GATA3,4172,4527,GRCh38,ENST00000346208.4,1,ENSP00000341619,NM_002051.2,,3810,19967
23910,10620,ARID3B,14350,18634,GRCh38,ENST00000346246.10,1,ENSP00000343126.5,NM_001307939.1,,15645,23910
23366,1649,DDIT3,2726,3032,GRCh38,ENST00000346473.8,1,ENSP00000340671.3,NM_001195057.1,,2571,23366
4137,1871,E2F3,3115,3397,GRCh38,ENST00000346618.8,1,ENSP00000262904.4,NM_001949.4,,2875,4137
37130,22806,IKZF3,13178,20026,GRCh38,ENST00000346872.8,1,ENSP00000344544.3,NM_012481.4,,16815,37130
9075,8405,SPOP,11254,14305,GRCh38,ENST00000347630.6,1,ENSP00000240327,NM_001007228.1,,12047,9075
12628,9448,MAP4K4,6866,16201,GRCh38,ENST00000347699.8,1,ENSP00000314363,NM_001242559,,13655,12628
7196,4209,MEF2D,6997,7404,GRCh38,ENST00000348159.9,1,ENSP00000271555.5,NM_005920.3,,6261,7196
27112,6605,SMARCE1,11109,11668,GRCh38,ENST00000348513.12,1,ENSP00000323967.6,NM_003079.4,,9827,27112
6333,207,AKT1,391,393,GRCh38,ENST00000349310.7,1,ENSP00000270202,NM_001014431.1,,322,6333
40047,1499,CTNNB1,2514,2757,GRCh38,ENST00000349496.11,1,ENSP00000344456.5,NM_001904.3,,2338,40047
36205,6595,SMARCA2,11098,11644,GRCh38,ENST00000349721.8,1,ENSP00000265773.5,NM_001289396.1,,9808,36205
12582,332,BIRC5,593,630,GRCh38,ENST00000350051.8,1,ENSP00000324180.4,NM_001168.3,,521,12582
30528,776,CACNA1D,1391,1419,GRCh38,ENST00000350061.11,1,ENSP00000288133.5,NM_001128840,,1204,30528
11394,5077,PAX3,8617,8767,GRCh38,ENST00000350526.9,1,ENSP00000343052,NM_181457,,7397,11394
8354,545,ATR,882,1004,GRCh38,ENST00000350721.9,1,ENSP00000343741.4,NM_001184.3,,851,8354
22903,5781,PTPN11,9644,10113,GRCh38,ENST00000351677.7,1,ENSP00000340944.3,NM_002834.3,,8532,22903
36529,57144,PAK5,15916,30226,GRCh38,ENST00000353224.10,1,ENSP00000322957.5,NM_177990.2,,25723,36529
32713,6416,MAP2K4,6844,11275,GRCh38,ENST00000353533.10,1,ENSP00000262445.5,NM_003010.3,,9504,32713
25966,9863,MAGI2,18957,17068,GRCh38,ENST00000354212.9,1,ENSP00000346151.4,NM_012301.4,,14356,25966
40739,6890,TAP1,43,12234,GRCh38,ENST00000354258.5,1,ENSP00000346206.5,NM_000593.5,,10306,40739
8545,1399,CRKL,2363,2564,GRCh38,ENST00000354336.8,1,ENSP00000346300.3,NM_005207.3,,2173,8545
2523,7080,NKX2-1,11825,12626,GRCh38,ENST00000354822.7,1,ENSP00000346879.6,NM_001079668.2,,10636,2523
25603,641,BLM,1058,1158,GRCh38,ENST00000355112.8,1,ENSP00000347232.3,NM_000057.2,,985,25603
36131,4928,NUP98,8068,8533,GRCh38,ENST00000355260.8,1,ENSP00000347404.3,NM_139132.4,,7201,36131
3454,3792,KEL,6308,6664,GRCh38,ENST00000355265.7,1,ENSP00000347409.2,NM_000420,,5630,3454
36597,147495,APCDD1,15718,41629,GRCh38,ENST00000355285.10,1,ENSP00000347433.4,NM_153000.5,,35568,36597
36001,79145,CHCHD7,28314,32622,GRCh38,ENST00000355315.8,1,ENSP00000347469.3,NM_001011671.3,,27740,36001
29655,5926,ARID4A,9885,10381,GRCh38,ENST00000355431.8,1,ENSP00000347602.3,NM_002892.3,,8758,29655
33380,331,XIAP,592,627,GRCh38,ENST00000355640.3,1,ENSP00000347858,NM_001167.3,,519,33380
30702,1785,DNM2,2974,3229,GRCh38,ENST00000355667.11,1,ENSP00000347890,NM_001005360,,2733,30702
10598,114785,MBD6,20445,38299,GRCh38,ENST00000355673.8,1,ENSP00000347896.3,NM_052897.3,,32642,10598
5121,5979,RET,9967,10476,GRCh38,ENST00000355710.8,1,ENSP00000347942.3,NM_020975.4,,8840,5121
36995,8764,TNFRSF14,11912,14989,GRCh38,ENST00000355716.5,1,ENSP00000347948.4,NM_003820.2,,12630,36995
27197,27030,MLH3,7128,23138,GRCh38,ENST00000355774.7,1,ENSP00000348020.2,NM_001040108,,19479,27197
34100,2074,ERCC6,3438,3745,GRCh38,ENST00000355832.10,1,ENSP00000348089.5,NM_000124.4,,3173,34100
32109,4291,MLF1,7125,7533,GRCh38,ENST00000355893.11,1,ENSP00000348157,NM_022443.5,,6365,32109
12988,5879,RAC1,9801,10276,GRCh38,ENST00000356142.4,1,ENSP00000348461.4,NM_018890.3,,8670,12988
911,4763,NF1,7765,8222,GRCh38,ENST00000356175.7,1,ENSP00000348498.3,NM_000267.3,,6947,911
2702,5058,PAK1,8590,8733,GRCh38,ENST00000356341.8,1,ENSP00000348696.4,NM_002576.4,,7371,2702
22907,5789,PTPRD,9668,10133,GRCh38,ENST00000356435.9,1,ENSP00000348812,NM_002839.3,,8547,22907
33440,8351,H3C4,4767,14223,GRCh38,ENST00000356476.3,1,ENSP00000366999.2,NM_003530.4,,11971,33440
5912,151987,PPP4R2,18296,42264,GRCh38,ENST00000356692.10,1,ENSP00000349124.5,NM_174907.2,,36122,5912
23847,84870,RSPO3,20866,36350,GRCh38,ENST00000356698.9,1,ENSP00000349131.4,NM_032784.5,,30970,23847
14512,85236,H2BC12,13954,36626,GRCh38,ENST00000356950.2,1,ENSP00000349430.2,NM_080593.2,,31205,14512
36747,64919,BCL11B,13222,32148,GRCh38,ENST00000357195.8,1,ENSP00000349723.3,NM_138576.3,,27341,36747
21328,253260,RICTOR,28611,44995,GRCh38,ENST00000357387.8,1,ENSP00000349959.3,NM_152756.3,,38548,21328
41018,10865,ARID5A,17361,19092,GRCh38,ENST00000357485.8,1,ENSP00000350078.3,NM_212481.1,,16024,41018
6605,3077,HFE,4886,5418,GRCh38,ENST00000357618.10,1,ENSP00000417404.1,NM_000410,,4563,6605
17942,25913,POT1,17284,22050,GRCh38,ENST00000357628.8,1,ENSP00000350249.3,NM_015450.2,,18503,17942
41134,672,BRCA1,1100,1231,GRCh38,ENST00000357654.9,1,ENSP00000350283.3,NM_007294.3,,1045,41134
41499,257194,NEGR1,17302,45451,GRCh38,ENST00000357731.10,1,ENSP00000350364.4,NM_173808.2,,38938,41499
42164,2005,ELK4,3326,3605,GRCh38,ENST00000357992.9,1,ENSP00000350681.4,NM_001973,,3049,42164
11390,5079,PAX5,8619,8771,GRCh38,ENST00000358127.9,1,ENSP00000350844.4,NM_016734.2,,7401,11390
2882,2050,EPHB4,3395,3699,GRCh38,ENST00000358173.8,1,ENSP00000350896.3,NM_004444,,3129,2882
33093,6714,SRC,11283,11902,GRCh38,ENST00000358208.9,1,ENSP00000350941,NM_198291.2,,10023,33093
389,6775,STAT4,11365,12020,GRCh38,ENST00000358470.8,1,ENSP00000351255,NM_001243835,,10125,389
27473,841,CASP8,1509,1563,GRCh38,ENST00000358485.8,1,ENSP00000351273.4,NM_001080125.1,,1322,27473
8029,2263,FGFR2,3689,4090,GRCh38,ENST00000358487.10,1,ENSP00000351276.6,NM_000141.4,,3451,8029
28538,5893,RAD52,9824,10307,GRCh38,ENST00000358495.8,1,ENSP00000351284.3,NM_134424.2,,8696,28538
2018,5573,PRKAR1A,9388,9723,GRCh38,ENST00000358598.6,1,ENSP00000351410,NM_212471.2,,8192,2018
14413,4149,MAX,6913,7295,GRCh38,ENST00000358664.9,1,ENSP00000351490.4,NM_002382.4,,6177,14413
3182,2213,FCGR2B,3618,3988,GRCh38,ENST00000358671.10,1,ENSP00000351497.5,NM_001394477.1,,3367,3182
7054,8329,H2AC13,4725,14182,GRCh38,ENST00000358739.5,1,ENSP00000351589.3,,,11934,7054
7,5980,REV3L,9968,10479,GRCh38,ENST00000358835.7,1,ENSP00000351697,NM_002912,,8842,7
41118,57820,CCNB1IP1,19437,31035,GRCh38,ENST00000358932.9,1,ENSP00000351810.4,NM_021178.5,,26399,41118
33903,8969,H2AC11,4737,15353,GRCh38,ENST00000359193.4,1,ENSP00000352119.2,NM_021064.5,,12936,33903
39807,5294,PIK3CG,8978,9184,GRCh38,ENST00000359195.3,1,ENSP00000352121,NM_002649.2,,7746,39807
33445,8356,H3C12,4774,14234,GRCh38,ENST00000359303.4,1,ENSP00000352252.3,NM_003535.2,,11981,33445
5403,7516,XRCC2,12829,13370,GRCh38,ENST00000359321.2,1,ENSP00000352271.1,NM_005431.1,,11258,5403
12661,8021,NUP214,8064,13931,GRCh38,ENST00000359428.10,1,ENSP00000352400.5,NM_005085,,11711,12661
25041,29086,BABAM1,25008,24870,GRCh38,ENST00000359435.8,1,ENSP00000352408,NM_001033549.1,,21117,25041
22536,8336,H2AC17,4735,14197,GRCh38,ENST00000359611.4,1,ENSP00000352627.3,NM_003514,,11947,22536
2700,1999,ELF3,3318,3591,GRCh38,ENST00000359651.7,1,ENSP00000352673,NM_004433.4,,3037,2700
37425,6427,SRSF2,10783,11295,GRCh38,ENST00000359995.10,1,ENSP00000353089.5,NM_003016.4,,9522,37425
23335,51750,RTEL1,15888,26675,GRCh38,ENST00000360203.11,1,ENSP00000353332.5,NM_001283009.2,,22670,23335
28913,25937,WWTR1,24042,22087,GRCh38,ENST00000360632.8,1,ENSP00000353847.3,NM_001168280.1,,18537,28913
35735,6663,SOX10,11190,11794,GRCh38,ENST00000360880.6,1,ENSP00000354130,NM_006941,,9939,35735
15315,23085,ERC1,17072,20531,GRCh38,ENST00000360905.9,1,ENSP00000354158.3,NM_178040,,17236,15315
12730,219972,MPEG1,29619,44368,GRCh38,ENST00000361050.4,1,ENSP00000354335.3,NM_001039396.1,,37987,12730
394,6772,STAT1,11362,12012,GRCh38,ENST00000361099.8,1,ENSP00000354394.4,NM_007315.3,,10119,394
17005,7150,TOP1,11986,12781,GRCh38,ENST00000361337.3,1,ENSP00000354522.2,NM_003286.2,,10762,17005
28816,9646,CTR9,16850,16581,GRCh38,ENST00000361367.7,1,ENSP00000355013.2,NM_014633.4,,13970,28816
28781,2475,MTOR,3942,4275,GRCh38,ENST00000361445.9,1,ENSP00000354558.4,NM_004958.3,,3604,28781
31213,10724,OGA,7056,18807,GRCh38,ENST00000361464.8,1,ENSP00000354850.3,NM_012215.5,,15793,31213
15108,9846,GAB2,14458,17032,GRCh38,ENST00000361507.5,1,ENSP00000354952.4,NM_080491.2,,14324,15108
20395,2913,GRM3,4595,5106,GRCh38,ENST00000361669.7,1,ENSP00000355316.2,NM_000840,,4286,20395
12632,9444,QKI,21100,16192,GRCh38,ENST00000361752.8,1,ENSP00000355094.3,NM_006775,,13647,12632
6921,9126,SMC3,2468,15634,GRCh38,ENST00000361804.5,1,ENSP00000354720.5,NM_005445.3,,13164,6921
34430,2271,FH,3700,4105,GRCh38,ENST00000366560.4,1,ENSP00000355518.4,NM_000143.3,,3461,34430
15486,84451,MAP3K21,29798,35892,GRCh38,ENST00000366624.8,1,ENSP00000355583.3,NM_032435,,30583,15486
14012,8290,H3-4,4778,14123,GRCh38,ENST00000366696.2,1,ENSP00000355657.2,NM_003493.2,,11883,14012
6185,142,PARP1,270,277,GRCh38,ENST00000366794.10,1,ENSP00000355759.5,NM_001618.3,,224,6185
11268,3020,H3-3A,4764,5312,GRCh38,ENST00000366815.10,1,ENSP00000355780.3,NM_002107.4,,4469,11268
21372,11116,CEP43,17012,19589,GRCh38,ENST00000366847.9,1,ENSP00000355812.3,NM_007045.4,,16449,21372
11392,5071,PRKN,8607,8753,GRCh38,ENST00000366898.6,1,ENSP00000355865.1,NM_004562.2,,7387,11392
22899,5784,PTPN14,9647,10120,GRCh38,ENST00000366956.10,1,ENSP00000355923.4,NM_005401,,8538,22899
11286,4194,MDM4,6974,7382,GRCh38,ENST00000367182.8,1,ENSP00000356150.3,NM_002393.4,,6243,11286
24293,5287,PIK3C2B,8972,9165,GRCh38,ENST00000367187.7,1,ENSP00000356155,NM_002646,,7732,24293
32483,79577,CDC73,16783,32949,GRCh38,ENST00000367435.5,1,ENSP00000356405.4,NM_024529.4,,28041,32483
18791,64326,COP1,17440,31776,GRCh38,ENST00000367669.8,1,ENSP00000356641.3,NM_022457.5,,27019,18791
4497,345930,ECT2L,21118,48467,GRCh38,ENST00000367682.6,1,ENSP00000356655,NM_001077706.2,,41730,4497
1373,3459,IFNGR1,5439,6064,GRCh38,ENST00000367739.9,1,ENSP00000356713.5,NM_000416.2,,5119,1373
21652,4602,MYB,7545,7900,GRCh38,ENST00000367814.8,1,ENSP00000356788,NM_005375,,6681,21652
36122,4921,DDR2,2731,8516,GRCh38,ENST00000367921.8,1,ENSP00000356898.3,NM_006182.2,,7187,36122
24806,6391,SDHC,10682,11234,GRCh38,ENST00000367975.7,1,ENSP00000356953.3,NM_003001.3,,9472,24806
12629,9447,AIM2,357,16198,GRCh38,ENST00000368130.9,1,ENSP00000357112.4,NM_004833.3,,13653,12629
23264,4000,LMNA,6636,7019,GRCh38,ENST00000368300.9,1,ENSP00000357283.4,NM_170707,,5940,23264
5180,6016,RIT1,10023,10562,GRCh38,ENST00000368323.8,1,ENSP00000357306.3,NM_006912.5,,8912,5180
26279,103,ADAR,225,192,GRCh38,ENST00000368474.9,1,ENSP00000357459.4,NM_001111.5,,160,26279
6704,6098,ROS1,10261,10681,GRCh38,ENST00000368508.7,1,ENSP00000357494,NM_002944.2,,9016,6704
15905,7170,TPM3,12012,12825,GRCh38,ENST00000368530.7,1,ENSP00000357516,NM_152263.4,,10796,15905
5684,4288,MKI67,7107,7527,GRCh38,ENST00000368654.8,1,ENSP00000357643.3,NM_002417,,6361,5684
5427,8838,CCN6,12771,15134,GRCh38,ENST00000368666.7,1,ENSP00000357655.4,NM_198239.1,,12757,5427
32393,2534,FYN,4037,4369,GRCh38,ENST00000368678.8,1,ENSP00000357667.4,NM_153047.3,,3685,32393
19138,4170,MCL1,6943,7339,GRCh38,ENST00000369026.3,1,ENSP00000358022.2,NM_021960.4,,6209,19138
39041,9474,ATG5,589,16251,GRCh38,ENST00000369076.8,1,ENSP00000358072.3,NM_004849.4,,13697,39041
19460,639,PRDM1,9346,1154,GRCh38,ENST00000369096.9,1,ENSP00000358092.4,NM_001198.3,,981,19460
3753,126961,H3C14,20503,39686,GRCh38,ENST00000369158.2,1,ENSP00000358154.1,NM_021059.2,,33861,3753
33446,8357,H3C10,4775,14237,GRCh38,ENST00000369163.4,1,ENSP00000358160.2,NM_003536.2,,11983,33446
18418,2045,EPHA7,3390,3687,GRCh38,ENST00000369303.9,1,ENSP00000358309.4,NM_004440.3,,3119,18418
14358,6885,MAP3K7,6859,12225,GRCh38,ENST00000369329.8,1,ENSP00000358335.3,NM_145331,,10298,14358
25261,440926,H3P6,42980,53163,GRCh38,ENST00000369387.4,1,,,,46215,25261
25205,3283,HSD3B1,5217,5813,GRCh38,ENST00000369413.8,1,ENSP00000358421.3,NM_000862,,4901,25205
4789,54855,TENT5C,24712,27610,GRCh38,ENST00000369448.4,1,ENSP00000358458.3,NM_017709.3,,23483,4789
511,8036,SHOC2,15454,13949,GRCh38,ENST00000369452.9,1,ENSP00000358464.5,NM_007373.3,,11727,511
34367,79679,VTCN1,28873,33132,GRCh38,ENST00000369458.8,1,ENSP00000358470.3,NM_024626.3,,28197,34367
21097,965,CD58,1688,1788,GRCh38,ENST00000369489.10,1,ENSP00000358501.5,NM_001779.2,,1516,21097
17611,4893,NRAS,7989,8460,GRCh38,ENST00000369535.5,1,ENSP00000358548.4,NM_002524.4,,7143,17611
1236,23036,ZNF292,18410,20443,GRCh38,ENST00000369577.8,1,ENSP00000358590.3,NM_015021.3,,17162,1236
12630,9446,GSTO1,13312,16196,GRCh38,ENST00000369713.10,1,ENSP00000358727.5,NM_004832.3,,13651,12630
34712,537,ATP6AP1,868,988,GRCh38,ENST00000369762.7,1,ENSP00000358777.2,NM_001183.5,,835,34712
38017,64783,RBM15,14959,32030,GRCh38,ENST00000369784.9,1,ENSP00000358799.3,NM_022768.4,,27242,38017
24764,51684,SUFU,16466,26591,GRCh38,ENST00000369902.8,1,ENSP00000358918.4,NM_016169.3,,22602,24764
8630,1806,DPYD,3012,3273,GRCh38,ENST00000370192.8,1,ENSP00000359211.3,NM_000110,,2769,8630
34169,3195,TLX1,5056,5665,GRCh38,ENST00000370196.11,1,ENSP00000359215.6,NM_005521.3,,4773,34169
2415,6125,RPL5,10360,10709,GRCh38,ENST00000370321.8,1,ENSP00000359345.2,NM_000969,,9042,2415
11634,8880,FUBP1,4004,15218,GRCh38,ENST00000370768.7,1,ENSP00000359804.2,NM_003902.3,,12826,11634
37700,2719,GPC3,4451,4708,GRCh38,ENST00000370818.8,1,ENSP00000359854.3,NM_004484,,3962,37700
6526,2778,GNAS,4392,4801,GRCh38,ENST00000371085.8,1,ENSP00000360126.3,NM_000516.4,,4044,6526
6937,6594,SMARCA1,11097,11641,GRCh38,ENST00000371122.8,1,ENSP00000360163,NM_003069,,9806,6937
12467,4068,SH2D1A,10820,7140,GRCh38,ENST00000371139.9,1,ENSP00000360181.5,NM_002351.4,,6045,12467
9752,3725,JUN,6204,6520,GRCh38,ENST00000371222.4,1,ENSP00000360266.2,NM_002228.3,,5510,9752
38849,4070,TACSTD2,11530,7144,GRCh38,ENST00000371225.4,1,ENSP00000360269.2,NM_002353.3,,6049,38849
19211,7319,UBE2A,12472,13031,GRCh38,ENST00000371558.7,1,ENSP00000360613.2,NM_003336,,10972,19211
41341,5770,PTPN1,9642,10096,GRCh38,ENST00000371621.5,1,ENSP00000360683.3,NM_001278618.1,,8518,41341
11523,1289,COL5A1,2209,2348,GRCh38,ENST00000371817.8,1,ENSP00000360882.3,NM_000093.5,,1989,11523
10011,7410,VAV2,12658,13193,GRCh38,ENST00000371850.8,1,ENSP00000360916.3,NM_001134398.1,,11112,10011
500,5728,PTEN,9588,10023,GRCh38,ENST00000371953.8,1,ENSP00000361021.3,NM_000314.4,,8454,500
4301,8438,RAD54L,9826,14359,GRCh38,ENST00000371975.9,1,ENSP00000361043.4,NM_001142548.1,,12093,4301
31116,8202,NCOA3,7670,14052,GRCh38,ENST00000371998.8,1,ENSP00000361066.3,NM_181659.2,,11820,31116
18573,657,BMPR1A,1076,1190,GRCh38,ENST00000372037.8,1,ENSP00000361107.2,NM_004329.2,,1015,18573
7919,5429,POLH,9181,9424,GRCh38,ENST00000372236.9,1,ENSP00000361310.4,NM_006502.3,,7949,7919
13853,4352,MPL,7217,7644,GRCh38,ENST00000372470.9,1,ENSP00000361548.3,NM_005373.2,,6456,13853
32709,6418,SET,10760,11278,GRCh38,ENST00000372692.8,1,ENSP00000361777,NM_001122821,,9506,32709
30679,896,CCND3,1585,1652,GRCh38,ENST00000372991.9,1,ENSP00000362082.5,NM_001760.3,,1392,30679
24435,64121,RRAGC,19902,31645,GRCh38,ENST00000373001.4,1,ENSP00000362092.3,NM_022157.3,,26913,24435
1233,1441,CSF3R,2439,2647,GRCh38,ENST00000373106.6,1,ENSP00000362198.2,,,2243,1233
24318,83931,STK40,21373,35285,GRCh38,ENST00000373129.7,1,ENSP00000362221,NM_032017.1,,30065,24318
16611,11122,PTPRT,9682,19602,GRCh38,ENST00000373198.8,1,ENSP00000362294.4,NM_133170.3,,16459,16611
21985,26523,AGO1,3262,22709,GRCh38,ENST00000373204.6,1,ENSP00000362300.4,NM_012199.2,,19079,21985
9492,5690,PSMB2,9539,9942,GRCh38,ENST00000373237.4,1,ENSP00000362334.3,NM_002794,,8384,9492
5242,5335,PLCG1,9065,9274,GRCh38,ENST00000373271.5,1,ENSP00000362368,NM_182811.1,,7820,5242
38196,9935,MAFB,6408,17222,GRCh38,ENST00000373313.3,1,ENSP00000362410.2,NM_005461.4,,14485,38196
8351,546,ATRX,886,1006,GRCh38,ENST00000373344.11,1,ENSP00000362441.4,NM_000489.3,,853,8351
39809,5292,PIM1,8986,9179,GRCh38,ENST00000373509.6,1,ENSP00000362608.5,NM_002648.3,,7742,39809
23798,5537,PPP6C,9323,9647,GRCh38,ENST00000373547.9,1,ENSP00000362648.4,NM_002721.4,,8134,23798
33000,3065,HDAC1,4852,5396,GRCh38,ENST00000373548.8,1,ENSP00000362649.3,NM_004964.2,,4543,33000
14716,80312,TET1,29484,34042,GRCh38,ENST00000373644.5,1,ENSP00000362748.4,NM_030625.2,,28974,14716
24578,8473,OGT,8127,14424,GRCh38,ENST00000373719.8,1,ENSP00000362824.3,NM_181672.3,,12149,24578
3707,11064,CNTRL,1858,19489,GRCh38,ENST00000373855.7,1,ENSP00000362962.1,NM_007018.6,,16369,3707
2863,26147,PHF19,24566,22404,GRCh38,ENST00000373896.8,1,ENSP00000363003.3,NM_015651,,18811,2863
28249,22943,DKK1,2891,20284,GRCh38,ENST00000373970.4,1,ENSP00000363081.3,NM_012242.2,,17035,28249
18679,29974,A1CF,24086,25195,GRCh38,ENST00000373993.6,1,ENSP00000363105,,,21396,18679
31955,9968,MED12,11957,17283,GRCh38,ENST00000374080.8,1,ENSP00000363193.3,NM_005120.2,,14543,31955
26436,240,ALOX5,435,453,GRCh38,ENST00000374391.7,1,ENSP00000363512.2,NM_000698.5,,375,26436
17896,3399,ID3,5362,5978,GRCh38,ENST00000374561.6,1,ENSP00000363689.5,NM_002167.4,,5043,17896
18199,9314,KLF4,6348,15946,GRCh38,ENST00000374672.5,1,ENSP00000363804.4,NM_004235.4,,13432,18199
18724,367,AR,644,697,GRCh38,ENST00000374690.9,1,ENSP00000363822.3,NM_000044.3,,583,18724
40868,6046,BRD2,1103,10605,GRCh38,ENST00000374825.9,1,ENSP00000363958.4,NM_005104.4,,8950,40868
4551,139285,AMER1,26837,40739,GRCh38,ENST00000374869.8,1,ENSP00000364003.4,NM_152424.3,,34787,4551
40738,6891,TAP2,44,12237,GRCh38,ENST00000374897.4,1,ENSP00000364032.3,NM_001290043.2,,10308,40738
24333,7046,TGFBR1,11772,12556,GRCh38,ENST00000374994.9,1,ENSP00000364133.4,NM_004612.2,,10576,24333
42167,4855,NOTCH4,7884,8390,GRCh38,ENST00000375023.3,1,ENSP00000364163.3,NM_004557.3,,7081,42167
23255,7507,XPA,12814,13358,GRCh38,ENST00000375128.5,1,ENSP00000364270.5,NM_000380,,11246,23255
16218,8859,WHR1,11398,15179,GRCh38,ENST00000375331.7,1,ENSP00000364480.3,NM_004197.1,,12794,16218
9441,8242,KDM5C,11114,14093,GRCh38,ENST00000375401.8,1,ENSP00000364550.4,NM_004187.3,,11854,9441
